Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2025-04-28 11:00:00,135182.94,135709.27,135134.62,135455.69,0.0,0.0,0.0
2025-04-28 12:00:00,135435.38,135536.84,134936.7,135067.52,0.0,0.0,0.0
2025-04-28 13:00:00,135069.23,135232.58,134900.8,134964.25,0.0,0.0,0.0
2025-04-28 14:00:00,134948.05,135041.92,134740.3,134893.77,0.0,0.0,0.0
2025-04-28 15:00:00,134942.33,135094.2,134752.38,134868.95,0.0,0.0,0.0
2025-04-28 16:00:00,134886.67,135001.95,134797.66,134988.25,0.0,0.0,0.0
2025-04-29 10:00:00,135016.78,135477.8,134898.67,135447.58,0.0,0.0,0.0
2025-04-29 11:00:00,135369.22,136111.97,135293.25,136055.94,0.0,0.0,0.0
2025-04-29 12:00:00,136052.97,136149.73,135729.62,135885.88,0.0,0.0,0.0
2025-04-29 13:00:00,135852.7,135989.41,135740.05,135768.72,0.0,0.0,0.0
2025-04-29 14:00:00,135777.36,135921.44,135706.31,135720.48,0.0,0.0,0.0
2025-04-29 15:00:00,135667.5,135713.38,135342.12,135395.55,0.0,0.0,0.0
2025-04-29 16:00:00,135389.41,135406.0,135197.55,135220.59,0.0,0.0,0.0
2025-04-30 10:00:00,135094.44,135116.3,134193.77,134346.56,0.0,0.0,0.0
2025-04-30 11:00:00,134412.91,134507.19,133955.0,134064.36,0.0,0.0,0.0
2025-04-30 12:00:00,134044.41,134737.56,134044.41,134713.84,0.0,0.0,0.0
2025-04-30 13:00:00,134688.12,134714.39,134465.59,134702.77,0.0,0.0,0.0
2025-04-30 14:00:00,134706.62,135032.3,134637.7,134644.56,0.0,0.0,0.0
2025-04-30 15:00:00,134722.59,135171.39,134682.11,134823.91,0.0,0.0,0.0
2025-04-30 16:00:00,134810.05,135046.06,134715.0,134991.44,0.0,0.0,0.0
2025-05-02 10:00:00,135066.97,135275.05,134564.69,134771.69,0.0,0.0,0.0
2025-05-02 11:00:00,134780.12,135111.0,134364.7,135053.19,0.0,0.0,0.0
2025-05-02 12:00:00,135012.02,135056.94,134355.2,134439.0,0.0,0.0,0.0
2025-05-02 13:00:00,134444.58,134705.2,134371.88,134520.8,0.0,0.0,0.0
2025-05-02 14:00:00,134524.91,134862.47,134431.53,134555.64,0.0,0.0,0.0
2025-05-02 15:00:00,134538.06,134790.17,134500.05,134639.66,0.0,0.0,0.0
2025-05-02 16:00:00,134645.77,135038.72,134623.78,134972.06,0.0,0.0,0.0
2025-05-05 10:00:00,135131.31,135198.12,134245.52,134318.41,0.0,0.0,0.0
2025-05-05 11:00:00,134341.81,134341.81,133664.67,133865.42,0.0,0.0,0.0
2025-05-05 12:00:00,133890.62,133953.64,133580.84,133662.92,0.0,0.0,0.0
2025-05-05 13:00:00,133669.59,133821.48,133492.66,133519.53,0.0,0.0,0.0
2025-05-05 14:00:00,133488.78,133636.2,133389.92,133621.02,0.0,0.0,0.0
2025-05-05 15:00:00,133594.19,133774.69,133472.92,133600.23,0.0,0.0,0.0
2025-05-05 16:00:00,133587.12,133643.64,133420.45,133430.5,0.0,0.0,0.0
2025-05-06 10:00:00,133498.86,134135.3,133495.64,133698.09,0.0,0.0,0.0
2025-05-06 11:00:00,133710.31,134011.94,133530.44,133552.94,0.0,0.0,0.0
2025-05-06 12:00:00,133589.31,133852.69,133465.59,133494.31,0.0,0.0,0.0
2025-05-06 13:00:00,133459.41,133845.66,133420.92,133493.41,0.0,0.0,0.0
2025-05-06 14:00:00,133488.73,133550.56,133382.53,133512.64,0.0,0.0,0.0
2025-05-06 15:00:00,133498.56,133651.67,133260.23,133473.48,0.0,0.0,0.0
2025-05-06 16:00:00,133496.86,133588.16,133464.83,133533.09,0.0,0.0,0.0
2025-05-07 10:00:00,133516.52,134110.45,132943.69,132971.97,0.0,0.0,0.0
2025-05-07 11:00:00,133062.84,133230.84,132871.84,133041.52,0.0,0.0,0.0
2025-05-07 12:00:00,133035.25,133283.81,132933.52,133205.22,0.0,0.0,0.0
2025-05-07 13:00:00,133210.06,133528.05,133095.39,133500.14,0.0,0.0,0.0
2025-05-07 14:00:00,133510.34,133556.22,133205.58,133341.5,0.0,0.0,0.0
2025-05-07 15:00:00,133314.16,133477.48,133109.59,133358.09,0.0,0.0,0.0
2025-05-07 16:00:00,133349.31,133478.02,133069.55,133287.38,0.0,0.0,0.0
2025-05-08 10:00:00,133457.69,136913.91,133457.69,136864.91,0.0,0.0,0.0
2025-05-08 11:00:00,136842.03,136842.03,136287.47,136660.8,0.0,0.0,0.0
2025-05-08 12:00:00,136650.92,137634.56,136618.92,137379.62,0.0,0.0,0.0
2025-05-08 13:00:00,137332.38,137437.34,137104.75,137313.72,0.0,0.0,0.0
2025-05-08 14:00:00,137311.84,137334.45,136922.89,136954.38,0.0,0.0,0.0
2025-05-08 15:00:00,136985.31,137195.78,136959.16,137004.11,0.0,0.0,0.0
2025-05-08 16:00:00,136965.62,137047.09,136552.31,136596.66,0.0,0.0,0.0
2025-05-09 10:00:00,136232.23,137286.02,136232.23,137044.02,0.0,0.0,0.0
2025-05-09 11:00:00,137062.62,137258.19,136444.91,136718.84,0.0,0.0,0.0
2025-05-09 12:00:00,136768.55,136792.45,136364.59,136539.09,0.0,0.0,0.0
2025-05-09 13:00:00,136533.53,136591.08,136265.83,136392.98,0.0,0.0,0.0
2025-05-09 14:00:00,136388.34,136468.27,136105.44,136457.8,0.0,0.0,0.0
2025-05-09 15:00:00,136460.22,136619.28,136390.14,136467.53,0.0,0.0,0.0
2025-05-09 16:00:00,136463.45,136660.97,136459.73,136556.53,0.0,0.0,0.0
2025-05-12 10:00:00,136516.27,137519.33,136404.69,136794.19,0.0,0.0,0.0
2025-05-12 11:00:00,136778.55,137150.59,136544.3,136740.91,0.0,0.0,0.0
2025-05-12 12:00:00,136759.98,136759.98,136395.38,136517.7,0.0,0.0,0.0
2025-05-12 13:00:00,136526.81,136762.41,136505.66,136724.53,0.0,0.0,0.0
2025-05-12 14:00:00,136703.25,136755.95,136535.31,136570.94,0.0,0.0,0.0
2025-05-12 15:00:00,136549.8,136738.09,136355.94,136738.09,0.0,0.0,0.0
