Signal_Date,Ticker,Analysis_Type,Reference_Price,Reference_DT,Signal,Threshold_pct,Entry_Price,Entry_DT,SG_Natural,SL_pct,SG_pct,SL_price,SG_price,Deduped
2025-06-02,^BVSP,open_vs_prev_open,138546.16,2025-05-30 10:00:00,BUY,1%,137160.7,2025-06-02 10:00:00,,0.002,0.002,136886.38,137435.02,False
2025-06-02,^BVSP,open_vs_prev_open,138546.16,2025-05-30 10:00:00,BUY,1%,137160.7,2025-06-02 10:00:00,,0.002,0.005,136886.38,137846.5,False
2025-06-02,^BVSP,open_vs_prev_open,138546.16,2025-05-30 10:00:00,BUY,1%,137160.7,2025-06-02 10:00:00,,0.002,0.0075,136886.38,138189.41,False
2025-06-02,^BVSP,open_vs_prev_open,138546.16,2025-05-30 10:00:00,BUY,1%,137160.7,2025-06-02 10:00:00,,0.005,0.002,136474.9,137435.02,False
2025-06-02,^BVSP,open_vs_prev_open,138546.16,2025-05-30 10:00:00,BUY,1%,137160.7,2025-06-02 10:00:00,,0.005,0.005,136474.9,137846.5,False
2025-06-02,^BVSP,open_vs_prev_open,138546.16,2025-05-30 10:00:00,BUY,1%,137160.7,2025-06-02 10:00:00,,0.005,0.0075,136474.9,138189.41,False
2025-06-02,^BVSP,open_vs_prev_open,138546.16,2025-05-30 10:00:00,BUY,1%,137160.7,2025-06-02 10:00:00,,0.0075,0.002,136131.99,137435.02,False
2025-06-02,^BVSP,open_vs_prev_open,138546.16,2025-05-30 10:00:00,BUY,1%,137160.7,2025-06-02 10:00:00,,0.0075,0.005,136131.99,137846.5,False
2025-06-02,^BVSP,open_vs_prev_open,138546.16,2025-05-30 10:00:00,BUY,1%,137160.7,2025-06-02 10:00:00,,0.0075,0.0075,136131.99,138189.41,False
2025-06-04,^BVSP,open_vs_prev_open,136786.75,2025-06-03 10:00:00,SELL,1%,138154.62,2025-06-04 10:00:00,,0.002,0.002,138430.93,137878.31,False
2025-06-04,^BVSP,open_vs_prev_open,136786.75,2025-06-03 10:00:00,SELL,1%,138154.62,2025-06-04 10:00:00,,0.002,0.005,138430.93,137463.85,False
2025-06-04,^BVSP,open_vs_prev_open,136786.75,2025-06-03 10:00:00,SELL,1%,138154.62,2025-06-04 10:00:00,,0.002,0.0075,138430.93,137118.46,False
2025-06-04,^BVSP,open_vs_prev_open,136786.75,2025-06-03 10:00:00,SELL,1%,138154.62,2025-06-04 10:00:00,,0.005,0.002,138845.39,137878.31,False
2025-06-04,^BVSP,open_vs_prev_open,136786.75,2025-06-03 10:00:00,SELL,1%,138154.62,2025-06-04 10:00:00,,0.005,0.005,138845.39,137463.85,False
2025-06-04,^BVSP,open_vs_prev_open,136786.75,2025-06-03 10:00:00,SELL,1%,138154.62,2025-06-04 10:00:00,,0.005,0.0075,138845.39,137118.46,False
2025-06-04,^BVSP,open_vs_prev_open,136786.75,2025-06-03 10:00:00,SELL,1%,138154.62,2025-06-04 10:00:00,,0.0075,0.002,139190.78,137878.31,False
2025-06-04,^BVSP,open_vs_prev_open,136786.75,2025-06-03 10:00:00,SELL,1%,138154.62,2025-06-04 10:00:00,,0.0075,0.005,139190.78,137463.85,False
2025-06-04,^BVSP,open_vs_prev_open,136786.75,2025-06-03 10:00:00,SELL,1%,138154.62,2025-06-04 10:00:00,,0.0075,0.0075,139190.78,137118.46,False
2025-06-04,^BVSP,open_vs_prev_max_vol_close,136289.14,2025-06-03 10:00:00,SELL,1%,137652.03,2025-06-04 10:00:00,,0.002,0.002,137927.33,137376.73,False
2025-06-04,^BVSP,open_vs_prev_max_vol_close,136289.14,2025-06-03 10:00:00,SELL,1%,137652.03,2025-06-04 10:00:00,,0.002,0.005,137927.33,136963.77,False
2025-06-04,^BVSP,open_vs_prev_max_vol_close,136289.14,2025-06-03 10:00:00,SELL,1%,137652.03,2025-06-04 10:00:00,,0.002,0.0075,137927.33,136619.64,False
2025-06-04,^BVSP,open_vs_prev_max_vol_close,136289.14,2025-06-03 10:00:00,SELL,1%,137652.03,2025-06-04 10:00:00,,0.005,0.002,138340.29,137376.73,False
2025-06-04,^BVSP,open_vs_prev_max_vol_close,136289.14,2025-06-03 10:00:00,SELL,1%,137652.03,2025-06-04 10:00:00,,0.005,0.005,138340.29,136963.77,False
2025-06-04,^BVSP,open_vs_prev_max_vol_close,136289.14,2025-06-03 10:00:00,SELL,1%,137652.03,2025-06-04 10:00:00,,0.005,0.0075,138340.29,136619.64,False
